track_number,title,lyrics
,"Ando Só [Acústico Filmes de Guerra, Canções de Amor]","1 Contributor
Ando Só [Acústico Filmes de Guerra, Canções de Amor] Lyrics
[Letra da versão acústica de ""Ando Só""]
[Verso]
Ando só pois só eu sei
Pra onde ir, por onde andei
Ando só, nem sei por que
Não me pergunte o que eu não sei
Pergunte ao pó, desça ao porão
Siga aquele carro ou as pegadas que eu deixei
Pergunte ao pó por onde andei
Há um mapa dos meus passos nos pedaços que eu deixei
Desate o nó que te prendeu
A uma pessoa que nunca te mereceu
Desate o nó que nos uniu
Num desatino, um desafio
[Refrão]
Ando só, como um pássaro voando
Ando só, como se voasse em bando
Ando só, pois só eu sei andar sem saber até quando
Ando só
[Solo de Violão]
[Refrão]
Ando só, como um pássaro voando
Ando só, como se voasse em bando
Ando só, pois só eu sei andar sem saber até quando
Ando só"
,Anoiteceu em Porto Alegre,"6 Contributors
Anoiteceu em Porto Alegre Lyrics
“Anoiteceu em Porto Alegre” retrata a passagem do tempo e o cotidiano da capital gaúcha.
[Letra de ""Anoiteceu em Porto Alegre""]
[Verso 1]
Na escuridão, a luz vermelha do walkman
Sobre edifícios, a luz vermelha avisa aviões
Nas esquinas que passaram, nas esquinas que virão
Verde, amarelo, vermelho, espelho retrovisor
[Refrão]
Anoiteceu em Porto Alegre
Anoiteceu em Porto Alegre
[Verso 2]
Na escuridão, só você ouve a canção
Eu vejo a luz vermelha do teu walkman
Sobre edifícios, no trigésimo andar
Uma flor vermelha nasceu
Nas esquinas que passaram, nas esquinas que virão
Há sempre alguém correndo, fugindo da Hora do Brasil
[Refrão]
Anoiteceu em Porto Alegre
Em Brasília, 19 horas, esta é a Voz do Brasil
Anoiteceu em Porto Alegre
[Verso 3]
Na zona sul existe um rio
Nesse rio mergulha o sol
E arde fins de tarde de luz vermelha
De dor vermelha, vermelho anil
Atrás do muro existe um rio
Que, na verdade, nunca existiu
Mas arde fins-de-tarde de luz vermelha
De dor vermelha, vermelho anil
[Refrão]
Aconteceu à meia-noite
Anoiteceu em Porto Alegre
Aconteceu a noite inteira
Aconteceu em Porto Alegre
Eu disse que acreditassem. Eu pedi que acreditassem. Eu nunca deixei de acreditar que o Grêmio ia ser campeão da América hoje, esta noite, em Porto Alegre
[Verso 4]
Quinze pras duas, ruas escuras
Quem tem o mapa, qual é a direção?
Duas e meia, castelos de areia
Cabelos castanhos, estranhos sinais
Já passa das três pela última vez
De hoje em diante, só uísque escocês
Cinco da manhã, nada diferente
Chegamos finalmente ao dia de amanhã
[Ponte]
Eu trago comigo os estragos da noite
Eu trago comigo os estragos da noite
Eu trago comigo os estragos da noite
E escondo meu rosto entre escombros da noite
[Verso 5]
Um ditador deposto, marcas no rosto
Um gosto amargo na boca
Uma certeza, só uma certeza
Da próxima vez, só uísque escocês
Duas fichas telefônicas
Um telefone que não para de tocar
Ninguém atende, eu não entendo, tão fazendo onda, tão fazendo charme
E um alarme de carro que não para de tocar (Uo, uo, uo, uo, uo, uo, uo)
[Ponte]
Eu trago comigo os estragos da noite
Eu trago comigo os estragos da noite
Eu trago comigo os estragos da noite
Não nego, nego, não
[Verso 6]
Um canção no rádio, uma versão mal traduzida
Um pastor exorciza no rádio de um táxi
Aqui estaremos em nome de Jesus
Uma certa impressão, uma certeza imprecisa
Para pedir ao anjo de Deus
Quem não precisa de uma versão, uma tradução?
Para colocar as mãos nas profundezas do teu corpo. Para arrancar a macumba. Para a glória, em nome de Jesus Cristo
Um ditador deposto, marcas no rosto
Um gosto amargo na boca
E a certeza de que o último dia de dezembro
É sempre igual ao primeiro de janeiro
O Grêmio vai ser campeão do mundo. O Rio Grande do Sul e o Brasil vão viver uma madrugada que não terminará antes do Sol nascer
[Ponte]
Eu trago comigo os estragos da noite
Eu trago comigo os estragos da noite
Eu trago comigo os estragos da noite
Meu reino por um rosto, pelo resto da noite
[Pré-Refrão]
Noites que passaram, noites que virão
Noites que passamos lado a lado em solidão
Noites de inverno, noites de verão
Noites que viramos, esperando o Sol nascer
Esperando amanhecer
Esperando o Sol nascer
[Refrão]
Amanheceu em Porto Alegre
Amanheceu em Porto Alegre
Amanheceu em Porto Alegre
Amanheceu...
[Saída]
Seis horas, quinze minutos, zero segundo
Recomeça tudo lá fora, here comes the sun
The sun is the same in the relative way but you're older
Seis horas, quinze minutos, zero segundo
Recomeça tudo lá fora, nas esquinas, nas escolas
Um litro de leite, meio quilo de pão
Seis horas, quinze minutos, zero segundo
Recomeça tudo lá fora, Neguinho da Zero Hora
Vende manchetes, quinze pras sete da manhã
Nada diferente, chegamos finalmente
Ao dia de amanhã, em Porto Alegre"
,A Onda [Acústico Novos Horizontes],"1 Contributor
A Onda [Acústico Novos Horizontes] Lyrics
[Letra da versão acústica de ""A Onda"" com Clara Gessinger]
[Verso: Humberto Gessinger &
Clara Gessinger
]
Força não há capaz de enfrentar
Uma ideia cujo tempo tenha chegado
A força não é capaz de salvar
Uma ideia cujo tempo tenha passado
[Refrão: Humberto Gessinger com Clara Gessinger]
Pra pegar a onda tem que estar
Na hora certa num certo lugar
Pra pegar a onda, deixa estar
Deixa a onda te pegar, deixa a onda te levar
Pra pegar a onda tem que estar
Na hora certa num certo lugar
Pra pegar a onda, deixa estar:
Deixa a onda te pegar, deixa a onda te levar
[Saída: Humberto Gessinger com Clara Gessinger]
Pra pegar a onda tem que estar
Surfando karmas e DNA
Não dá pra domar a força do mar
Deixa a onda te pegar, deixa a onda te levar
Deixa a onda te levar, deixa a onda te levar
Deixa a onda te levar"
,A Perigo,"2 Contributors
A Perigo Lyrics
[Letra de ""A Perigo""]
[Verso 1]
Planos de voô
Tava tudo em cima, céu de brigadeiro sobre nós, sobre nós
Pane, pânico
Perdemos a altura, puxaram o tapete voador
[Refrão]
Hoje estamos a perigo
Hoje estamos separados, divididos
Mas um dia, um dia
Nós seremos a maioria
[Verso 2]
Pane, que pena
Panos quentes
Fica tudo como está, no mesmo lugar impunemente
[Refrão]
Hoje estamos a perigo
Hoje estamos separados, divididos
Mas um dia, um dia
Nós seremos a maioria
[Solo de Guitarra]
[Saída]
Eu sigo em frente, pra frente eu vou
Eu sigo em frente, pra frente eu vou
Eu sigo em frente, pra frente eu vou
Eu sigo enfrentando a onda onde muita gente naufragou
Ah, ah, ah
Ah, ah, ah
Nós seremos a maioria
Seremos a maioria"
,A Perigo [10.000 Destinos],"1 Contributor
A Perigo [10.000 Destinos] Lyrics
[Letra de ""A Perigo""]
[Verso 1]
Planos de voô
Tava tudo em cima, céu de brigadeiro sobre nós, sobre nós
Pane, pânico
Perdemos a altura, puxaram o tapete voador
[Refrão]
Hoje estamos a perigo
Hoje estamos separados, divididos
Mas um dia, um dia
Nós seremos a maioria
[Verso 2]
Pane, que pena
Panos quentes
Fica tudo como está, no mesmo lugar impunemente
[Refrão]
Hoje estamos a perigo
Hoje estamos separados, divididos
Mas um dia, um dia
Nós seremos a maioria
[Solo de Guitarra]
[Saída]
Eu sigo em frente, pra frente eu vou
Eu sigo em frente, pra frente eu vou
Eu sigo em frente, pra frente eu vou
Eu sigo enfrentando a onda onde muita gente naufragou
Ah, ah, ah
Ah, ah, ah
Nós seremos a maioria
Seremos a maioria"
,A Promessa,"1 Contributor
A Promessa Lyrics
[Letra de ""A Promessa""]
[Verso 1]
Não vejo nada, o que eu vejo não me agrada
Não ouço nada, o que eu ouço não diz nada
Perdi a conta das pérolas e porcos
Que eu cruzei pela estrada
Estou ligado à cabo a tudo que acaba de acontecer
Propaganda é a arma do negócio
No nosso peito bate um alvo muito fácil
Mira à laser, miragem de consumo
Latas e litros de paz teleguiada
Estou ligado à cabo a tudo que eles tem pra oferecer
[Refrão]
O céu é só uma promessa
Eu tenho pressa, vamos nessa direção
Atrás de um sol que nos aqueça
Minha cabeça não aguenta mais
O céu é só uma promessa
Eu tenho pressa, vamos nessa direção
Atrás de um sol que nos aqueça
Minha cabeça não aguenta mais
[Verso 2]
Tu me encontrastes de mãos vazias
E eu te encontrei na contramão
Na hora exata, na encruzilhada
Na highway da superinformação
Estamos tão ligados, já não temos o que temer
[Refrão]
O céu é só uma promessa
Eu tenho pressa, vamos nessa direção
Atrás de um sol que nos aqueça
Minha cabeça não aguenta mais
O céu é só uma promessa
Eu tenho pressa, vamos nessa direção
Atrás de um sol que nos aqueça
Minha cabeça não aguenta mais
Não aguenta mais
[Saída]
O céu é só uma promessa
Eu tenho pressa, vamos nessa direção
O céu é só uma promessa
Eu tenho pressa, vamos nessa direção
O céu é só uma promessa"
,A Promessa [Ao Vivo 10.000 Destinos],"1 Contributor
A Promessa [Ao Vivo 10.000 Destinos] Lyrics
[Letra da versão ao vivo de ""A Promessa""]
[Verso 1]
Não vejo nada, o que eu vejo não me agrada
Não ouço nada, o que eu ouço não diz nada
Perdi a conta das pérolas e porcos
Que eu cruzei pela estrada
Estou ligado à cabo a tudo que acaba de acontecer
Propaganda é a arma do negócio
No nosso peito bate um alvo muito fácil
Mira à laser, miragem de consumo
Latas e litros de paz teleguiada
Estou ligado à cabo a tudo que eles tem pra oferecer
[Refrão]
O céu é só uma promessa
Eu tenho pressa, vamos nessa direção
Atrás de um sol que nos aqueça
Minha cabeça não aguenta mais
O céu é só uma promessa
Eu tenho pressa, vamos nessa direção
Atrás de um sol que nos aqueça
Minha cabeça não aguenta mais
[Verso 2]
Tu me encontrastes de mãos vazias
E eu te encontrei na contramão
Na hora exata, na encruzilhada
Na highway da superinformação
Estamos tão ligados, já não temos o que temer
[Refrão]
O céu é só uma promessa
E eu tenho pressa, vamos nessa direção
Atrás de um sol que nos aqueça
Minha cabeça não aguenta mais
O céu é só uma promessa
Eu tenho pressa, vamos nessa direção
Atrás de um sol que nos aqueça
Minha cabeça não aguenta mais
Não aguenta mais
Não aguenta mais
Não aguenta mais
[Saída]
O céu é só uma promessa
Eu tenho pressa, vamo' nessa direção"
,Arame Farpado,"1 Contributor
Arame Farpado Lyrics
[Letra de ""Arame Farpado""]
[Verso 1]
Seria engraçado se não fosse triste
Acesso negado, a gente não existe
Arame farpado, silêncio de chumbo
Seria absurdo se não fosse lei
A serpente troca de pele, a gente não esquece
O avião reabastece sem deixar de voar
[Refrão]
Não sofro mais, agora eu sei
O que nos faz sobreviver
Não sofro mais, agora eu sei
O que nos fez sobreviver
[Verso 2]
Seria ruído se não fosse um sinal
Só pra iniciados, transe tribal
Seriam ruínas, mas a gente não esquece
O avião reabastece em pleno ar
[Refrão]
Não sofro mais, agora eu sei
O que nos faz sobreviver
Não sofro mais, agora eu sei
O que nos fez sobreviver"
,A Revolta dos Dândis I,"6 Contributors
A Revolta dos Dândis I Lyrics
No livro Infinita Highway: Uma carona com os Engenheiros do Hawaii, biografia da banda que conta a história do grupo desde o início até o rompimento da formação clássica, Humberto Gessinger afirma num trecho…
Read More
[Letra de ""A Revolta dos Dândis I""]
[Verso 1]
Entre um rosto e um retrato, o real e o abstrato
Entre a loucura e a lucidez, entre o uniforme e a nudez
Entre o fim do mundo e o fim do mês
Entre a verdade e o rock inglês, entre os outros e vocês
[Refrão]
Eu me sinto um estrangeiro
Passageiro de algum trem
Que não passa por aqui
Que não passa de ilusão
Eu me sinto um estrangeiro
Passageiro de algum trem
Que não passa por aqui
Que não passa de ilusão
[Verso 2]
Entre mortos e feridos, entre gritos e gemidos
A mentira e a verdade, a solidão e a cidade
Entre um copo e outro da mesma bebida
Entre tantos corpos com a mesma ferida
[Refrão]
Eu me sinto um estrangeiro
Passageiro de algum trem (Woah-oh-oh-oh)
Que não passa por aqui (Woah-oh-oh-oh)
Que não passa de ilusão
Eu me sinto um estrangeiro
Passageiro de algum trem (Woah-oh-oh-oh)
Que não passa por aqui (Woah-oh-oh-oh)
Que não passa de ilusão
[Verso 3]
Entre americanos e soviéticos, gregos e troianos
Entra ano e sai ano, sempre os mesmos planos
Entre a minha boca e a tua, há tanto tempo, há tantos planos
Mas eu nunca sei pra onde vamos
[Refrão]
E eu me sinto um estrangeiro
Passageiro de algum trem (Woah-oh-oh-oh)
Que não passa por aqui (Woah-oh-oh-oh)
Que não passa de ilusão
E eu me sinto um estrangeiro
Passageiro de algum trem
Que não passa por aqui, não
Que não passa de ilusão, woah
[Saída]
Eu me sinto um estrangeiro, passageiro de algum trem
Eu me sinto um estrangeiro, passageiro de algum trem
Eu me sinto um estrangeiro, passageiro de algum trem"
,A Revolta dos Dândis II,"5 Contributors
A Revolta dos Dândis II Lyrics
“A Revolta dos Dândis, ll” segue a mesma influência da primeira parte. Humberto Gessinger continua escrevendo com indiferença sobre as coisas ao seu redor e falta de sentido das mesmas. O mesmo pode ser…
Read More
[Letra de ""A Revolta dos Dândis, Parte II""]
[Verso 1]
Já não vejo diferença entre os dedos e os anéis
Já não vejo diferença entre a crença e os fiéis
Tudo é igual quando se pensa em como tudo deveria ser
Há tão pouca diferença e há tanta coisa a fazer
Esquerda e direita, direitos e deveres, os três patetas, os três poderes
Ascensão e queda são dois lados da mesma moeda
Tudo é igual quando se pensa em como tudo poderia ser
Há tão pouca diferença e tanta coisa a escolher
[Refrão]
Nossos sonhos são os mesmos há muito tempo
Mas não há mais muito tempo pra sonhar
Nossos sonhos são os mesmos há muito tempo
Mas não há mais muito tempo pra sonhar
[Verso 2]
Pensei que houvesse um muro entre o lado claro e o lado escuro
Pensei que houvesse diferença entre gritos e sussurros
Mas foi um engano, foi tudo em vão
Já não há mais diferença entre a raiva e a razão
Esquerda e direita, direitos e deveres, os três porquinhos, os três poderes
Ascensão e queda são dois lados da mesma moeda
Tudo é igual quando se pensa em como tudo deveria ser
Há tantos sonhos a sonhar, há tantas vidas a viver
[Refrão]
Nossos sonhos são os mesmos há muito tempo
Mas não há mais muito tempo pra sonhar
Nossos sonhos são os mesmos há muito tempo
Mas não há mais muito tempo pra sonhar
[Ponte Instrumental]
[Refrão]
Nossos sonhos são os mesmos há muito tempo
Mas não há mais muito tempo pra sonhar
Nossos sonhos são os mesmos há muito tempo
Mas não há mais muito tempo pra sonhar
[Ponte]
Entre um rosto e um retrato, o real e o abstrato (Uo-o)
Entre a loucura e a lucidez, entre o uniforme e a nudez (A-a, a-ua)
Entre os outros e vocês (Uo-o)
[Refrão]
Nossos sonhos são os mesmos há muito tempo
Mas não há mais muito tempo pra sonhar
[Saída]
Uo-o, a-a, a-ua, uo-o
Nossos sonhos são os mesmos, os sonhos são os mesmos"
,"A Revolta dos Dândis, Parte I [Acústico MTV]","1 Contributor
A Revolta dos Dândis, Parte I [Acústico MTV] Lyrics
[Letra da versão acústica de ""A Revolta dos Dândis, Parte I""]
[Verso 1]
Entre um rosto e um retrato, o real e o abstrato
Entre a loucura e a lucidez, entre o uniforme e a nudez
Entre o fim do mundo e o fim do mês
Entre a verdade e o rock inglês, entre os outros e vocês
[Refrão]
Eu me sinto um estrangeiro (Woah-oh-oh-oh)
Passageiro de algum trem (Woah-oh-oh-oh)
Que não passa por aqui (Woah-oh-oh-oh)
Que não passa de ilusão (Woah-oh-oh-oh)
[Verso 2]
Entre mortos e feridos, entre gritos e gemidos
A mentira e a verdade, a solidão e a cidade
Entre um copo e outro da mesma bebida
Entre tantos corpos com a mesma ferida
[Refrão]
Eu me sinto um estrangeiro (Woah-oh-oh-oh)
Passageiro de algum trem (Woah-oh-oh-oh)
Que não passa por aqui (Woah-oh-oh-oh)
Que não passa de ilusão (Woah-oh-oh-oh)
[Verso 3]
Entre a crença e os fiéis, entre os dedos e os anéis
Entra ano e sai ano, sempre os mesmos planos
Entre a minha boca e a tua, há tanto tempo, há tantos planos
Mas eu nunca sei pra onde vamos
[Refrão]
Eu me sinto um estrangeiro (Woah-oh-oh-oh)
Passageiro de algum trem (Woah-oh-oh-oh)
Que não passa por aqui (Woah-oh-oh-oh)
Que não passa de ilusão (Woah-oh-oh-oh)
[Saída]
Que não passa por aqui, não (Woah-oh-oh-oh)
E que não passa de ilusão (Woah-oh-oh-oh)"
,"A Revolta dos Dândis, Parte I [Ao Vivo Alívio Imediato]","1 Contributor
A Revolta dos Dândis, Parte I [Ao Vivo Alívio Imediato] Lyrics
[Letra da versão ao vivo de ""A Revolta dos Dândis, Parte I""]
[Verso 1]
Entre o rosto e o retrato, o real e o abstrato
Entre a loucura e a lucidez, entre o uniforme e a nudez
Entre o fim do mundo e o fim do mês
Entre a verdade e o rock inglês e entre os outros e vocês
[Refrão]
Eu me sinto um estrangeiro
Passageiro de algum trem (Woah-oh-oh-oh)
Que não passa por aqui (Woah-oh-oh-oh)
Que não passa de ilusão
Eu me sinto um estrangeiro
Passageiro de algum trem (Woah-oh-oh-oh)
Que não passa por aqui, não (Woah-oh-oh-oh)
E que não passa de ilusão
[Verso 2]
Entre mortos e feridos, entre gritos e gemidos
A mentira e a verdade, a solidão e a cidade
Entre um copo e outro da mesma bebida
E entre tantos corpos com a mesma ferida
[Refrão]
Eu me sinto um estrangeiro
Passageiro de algum trem (Woah-oh-oh-oh)
E que não passa por aqui, não (Woah-oh-oh-oh)
E que não passa de ilusão
Eu me sinto um estrangeiro
Passageiro de algum trem (Woah-oh-oh-oh)
Que não passa por aqui, não (Woah-oh-oh-oh)
E que não passa de ilusão
[Verso 3]
Entre americanos e soviéticos, gregos e troianos
Entra ano e sai ano, sempre os mesmos planos
Entre a minha boca e a tua, há tanto tempo, há tantos planos
Mas eu nunca sei pra onde vamos
[Refrão]
Eu me sinto um estrangeiro
Passageiro de algum trem (Woah-oh-oh-oh)
E que não passa por aqui (Woah-oh-oh-oh)
E que não passa de ilusão
Eu me sinto um estrangeiro
Passageiro de algum trem (Woah-oh-oh-oh)
E que não passa por aqui, não (Woah-oh-oh-oh)
E que não passa de ilusão, woah
[Saída]
Eu me sinto um estrangeiro
Passageiro de algum trem
Que não passa por aqui
Que não passa de ilusão
Eu me sinto um estrangeiro
Passageiro de algum trem
Que não passa por aqui
Que não passa de ilusão
Eu me sinto um estrangeiro
Passageiro de algum trem
Que não passa por aqui, nunca passou
Que não passa de ilusão
Eu me sinto um estrangeiro
Passageiro de algum trem, é
Que não passa por aqui, não passa, não
Que não passa de ilusão, é com vocês
(Eu me sinto um estrangeiro)
(Passageiro de algum trem)
(Que não passa por aqui)
(Que não passa de ilusão)
(Eu me sinto um estrangeiro)
(Passageiro de algum trem)
(Que não passa por aqui)
(Que não passa de ilusão)
(Eu me sinto um estrangeiro)
(Passageiro de algum trem)
Que não passa por aqui
Que não passa de ilusão
Eu me sinto um estrangeiro
Passageiro de algum trem
Que não passa por aqui
Que não passa de ilusão"
