track_number,title,lyrics
,"Muros e Grades [Acústico Filmes de Guerra, Canções de Amor]","1 Contributor
Muros e Grades [Acústico Filmes de Guerra, Canções de Amor] Lyrics
[Letra da versão acústica de ""Muros e Grades""]
[Verso 1]
Nas grandes cidades, no pequeno dia-a-dia
O medo nos leva tudo, sobretudo a fantasia
Então erguemos muros que nos dão a garantia
De que morreremos cheios de uma vida tão vazia
Ah, então erguemos muros que nos dão a garantia
De que morreremos cheios de uma vida tão vazia, erguemos muros
Nas grandes cidades, de um país tão violento
Os muros e as grades nos protegem de quase tudo
Mas o quase tudo quase sempre é quase nada
E nada nos protege de uma vida sem sentido, é
Mas o quase tudo quase sempre é quase nada
[Refrão]
Um dia super, uma noite super, uma vida superficial
Entre as sombras, entre as sobras da nossa escassez
Um dia super, uma noite super, uma vida superficial
Entre cobras, entre escombros da nossa solidez
[Verso 2]
Nas grandes cidades de um país tão surreal
Os muros e as grades nos protegem de nosso próprio mal
Levamos uma vida que não nos leva a nada
Levamos muito tempo pra descobrir
Que não é por aí, não é por nada não
Não, não, não pode ser, é claro que não é, será?
Meninos de rua, delírios de ruína
Violência nua e crua, verdade clandestina
Delírios de ruína, delitos e delícias
Violência travestida faz seu trottoir
Em armas de brinquedo, medo de brincar
Em anúncios luminosos, lâminas de barbear
[Refrão]
Um dia super, uma noite super, uma vida superficial
Entre cobras, entre as sobras da nossa escassez
Uma voz sublime, uma palavra sublime, um discurso subliminar
Entre sombras, entre escombros da nossa solidez
[Saída]
Viver assim é um absurdo como outro qualquer
Como tentar o suicídio ou amar uma mulher
Viver assim é um absurdo como outro quaquer
Uh, uh, uh-uh, uh-uh-uh, uh-uh
[Solo de Guitarra]"
,Museu de Cera,"2 Contributors
Museu de Cera Lyrics
“Museu de Cera” fala explicitamente sobre ter senso crítico e procurar entender de verdade e não acreditar em qualquer coisa dita pelos outros. A faixa apresenta algumas narrações de Cid Moreira, âncora do…
Read More
[Letra de ""Museu de Cera""]
[Verso 1]
Quem quiser saber por que e não tiver o que perder
Não pode acreditar em tudo, não pode duvidar de nada
Se não tiver instinto, se ficar distante
Se ficar com medo quando chegar o instante
Forças ocultas tomam de assalto
Ouvintes incautos de uma cult band
[Refrão]
Tem que pagar pra ver, tem que ver pra crer, quem viver verá
A cara desses caras num museu de cera
[Verso 2]
Quem quiser saber por que e não quiser se arrepender
Não pode acreditar em tudo, tem que acreditar em algo
Se não tiver instinto, se não estiver atento
Se ficar com medo no exato momento
Alguém muito a toa soa o alarme
Veste o uniforme e transforma tudo em exceção
[Refrão]
Tem que pagar pra ver, tem que ver pra crer, quem viver verá
A cara desses caras num museu de cera
[Ponte]
Museu de cera, quem será?
Imagens de arquivo, de quem será?
Inconsciente coletivo, por que será?
O mundo é dos vivos, sempre será
Museu de cera, quem será?
Quem me dera poder esperar
A vida inteira, quando será?
Sexta-feira, no mais tardar
[Refrão]
Tem que pagar pra ver, tem que ver pra crer
Tem que jogar pra ganhar, tem que correr atrás
Tem que pagar pra ver, tem que ver pra crer, quem viver verá
A força bruta, a face oculta num museu de cera
[Saída]
Quem quiser remar contra a maré
Tem que remar muito mais forte
Não vá à guerra de pés descalços
Não pise no tapete com essas botas imundas"
,Nada a Ver,"3 Contributors
Nada a Ver Lyrics
[Letra de ""Nada a Ver""]
[Verso 1]
Um cão sem dono, uma árvore no outono
O nono mês de gravidez
Eu perco o sono ao som de Yoko Ono
E telefono pra vocês
[Ponte]
Às vezes eu acordo assutado
A gente não tem nada a ver
Mas quando eu te vejo do meu lado
A gente não tem nada a perder
[Verso 2]
De dia eu não te vejo nem desejo, eu vejo que não dá
A gente não tem nada a ver
Toda a noite, a noite inteira, eu penso em ti, eu penso em te encontrar
A gente não tem nada a perder
[Refrão]
Nada a ver
Nada a perder
Nada a fazer, wow
Oh, nada, não
[Verso 3]
Sinto muito, sinto tanto, no meu canto, enquanto a noite cai
A gente não tem nada a ver
Sinto saudade, é verdade, nunca é tarde, enquanto a chuva cai
A gente não tem nada a perder
E eu fico sem saber o que fazer, o que vai ser amanhã de manhã
A gente não tem nada a ver
Eu sonho com elegância, arrogância, extravagância do Duran Duran
A gente não tem nada a perder
[Refrão]
Nada a ver
Nada a perder
Nada a fazer, wow
Oh, nada, não
[Ponte]
Às vezes eu acordo assutado
Às vezes eu acordo do teu lado
Às vezes eu fico acordado
Às vezes eu te vejo, às vezes eu te beijo
Às vezes eu desejo e às vezes eu
[Refrão]
Nada a ver
Nada a perder
Nada a fazer, wow
Oh, nada, não
[Solo de Guitarra]
[Refrão]
Nada a ver
Nada a perder
Nada a fazer, wow
Oh, nada, não"
,Nada Fácil,"1 Contributor
Nada Fácil Lyrics
[Letra de ""Nada Fácil""]
[Verso 1]
Neurotransmissores, mísseis na pressão
A vida em cada curva dispara o coração
Nada fácil, cara, euforia e depressão
Muitas pedras no caminho e uma flor em cada mão
Tchau, Radar
Eu vou saltar
Não é nada fácil, cara, euforia e depressão
Muitas flores no caminho e uma pedra em cada mão
[Refrão]
Reza a lenda que a gente nasceu pra ser feliz
Que o crime não compensa e tudo conspira a favor
Reza a lenda que a noite é uma criança
Envolta da fogueira a tribo dança
[Pós-Refrão]
Pra celebrar e descerebrar
Pra celebrar e descerebrar
[Verso 2]
Neurotransmissores, mísseis na pressão
A vida em cada curva, no limiar da dor
Entre a vertigem de um cavalo alado
E o óleo diesel de um cavalo-vapor
[Refrão]
Reza a lenda que a gente nasceu pra ser feliz
Que o crime não compensa e tudo conspira a favor
Reza a lenda que a noite é uma criança
Em volta da fogueira a tribo dança
[Pós-Refrão]
Pra celebrar e descerebrar
Pra celebrar e descerebrar
[Ponte]
Te quiero
[?]
Tequila
[Refrão]
Reza a lenda que agente nasceu pra ser feliz
Que o crime não compensa e tudo conspira a favor
Reza a lenda que a noite é uma criança
Em volta da fogueira a tribo inteira
[Pós-Refrão]
Quer celebrar e descerebrar
Quer celebrar e descerebrar
Quer celebrar e descerebrar
Quer celebrar e descerebrar"
,Não Consigo Odiar Ninguém,"2 Contributors
Não Consigo Odiar Ninguém Lyrics
[Letra de ""Não Consigo Odiar Ninguém""]
[Verso 1]
Não quero seduzir teu coração turista
Não quero te vender o meu ponto de vista
Eu tive um sonho, há muito não sonhava
Lembranças do futuro que a gente imaginava
Nem sempre foi assim, outro mundo é possível
Pode até ser o fim, mas será que é inevitável?
[Refrão]
Não vá dizer que eu estou ficando louco
Só porque não consigo odiar ninguém
Do goleiro ao centroavante, do juiz ao presidente
Eu não consigo odiar ninguém
[Verso 2]
O tempo parou, feito fotografia
Amarelou tudo que não se movia
O tempo passou, claro que passaria
Como passam as vontades que voltam no outro dia
[Refrão]
Não vá dizer que eu estou ficando louco
Só porque não consigo odiar ninguém
Do goleiro ao centroavante, do juiz ao presidente
Eu não consigo odiar ninguém
[Ponte]
Eu tive um sonho, o mesmo d'outro dia
Lembranças do futuro que a gente merecia
[Refrão]
Não vá dizer que eu estou ficando louco
Só porque eu não consigo odiar ninguém
Do goleiro ao centroavante, do juiz ao presidente
Eu não consigo odiar ninguém
Eu não consigo odiar ninguém"
,Não é Sempre,"1 Contributor
Não é Sempre Lyrics
“Não é Sempre” fala sobre a fragilidade humana, mostrando que mesmo que alguém pareça forte, “Ninguém é de ferro e até o ferro pode enferrujar.” A música tem uma continuação em “Nunca é Sempre,” última faixa…
Read More
[Letra de ""Não é Sempre""]
[Verso 1]
Às vezes parece que eu não tenho medo
Às vezes parece que eu não tenho dúvidas
Às vezes parece que eu não tenho nenhuma razão pra chorar
Você esquece que eu não sou de ferro
E até o ferro pode enferrujar
Você esquece que eu não sou de aço e faço questão de provar
Olhe pra mim enquanto eu me quebro
[Verso 2]
Às vezes parece que eu tenho muito medo
Às vezes parece que eu só tenho dúvidas
Às vezes parece que eu não tenho nenhuma chance de escapar
Acontece que eu não nasci ontem
E até hoje sempre escapei com vida
Pra quem duvida de tudo que eu faço, eu faço questão de mostrar
Olhe pra mim enquanto desapareço no ar
[Ponte]
Não queira estar no meu lugar, não queira estar em lugar nenhum
Às vezes tudo muda e continua tudo no mesmo lugar
Não queira estar no meu lugar, não queira estar em lugar nenhum (Um lugar comum)
Às vezes uma prece ajuda, às vezes nem adiante rezar
Já desisti de ser uma pessoa só, já desisti de ser uma multidão
Já não ponho todas as fichas na mesa, agora jogo algumas no chão
Jogo algumas no chão
[Saída]
Às vezes tudo, às vezes nada
Às vezes tudo ou nada, às vezes 50%
Às vezes a todo momento, às vezes nunca
Como tudo na vida, não é sempre
Às vezes de bem com a vida, às vezes de mau humor
Às vezes sem saída, às vezes seja onde for
Não é sempre, não é sempre
Como tudo na vida, nunca é sempre
Yeah, yeah, yeah"
,Na Real,"1 Contributor
Na Real Lyrics
[Letra de ""Na Real""]
[Verso 1]
Encontrei depois de tanto tempo
Viajei, passei o passado a limpo
Dei um rewind, revi tudo em fast-forward
Encontrei depois de tanto procurar
[Refrão]
Será que você existe?
[Verso 2]
Doze horas há mais de uma semana
Piscam as luzes no videocassete
Doze meses, lá se vai um ano
E o outono parece não passar
[Refrão]
Será que você existe?
[Verso 3]
Encontrei depois de tanto tempo
Em vidas passadas, em noites passadas em branco
Olho para o lado e nada vejo
Já não sei o que é verdade e o que é desejo
[Refrão]
Será que você existe?
Será fruto da imaginação?
[Ponte]
Miragens, fantasmas, OVNIs
E o que mais for preciso para ser feliz
Meu coração visionário tá legal
E dispensa comentários, ele nem pensa na real
[Refrão]
Será que você existe?
Será fruto da imaginação?
Será que você existe? (Miragens, fantasmas, viagens no tempo)
Será fruto da imaginação?
Será que você existe? (Delírio, desejo, vozes e visões)
Será?"
,Nau à Deriva,"1 Contributor
Nau à Deriva Lyrics
[Letra de ""Nau à Deriva""]
[Verso]
Nau à deriva, no asfalto ou em alto mar
Perigo, perigo, perdidos no espaço sideral
Apocalipse now à deriva
Talvez um parto, talvez aborto, destroços da nave mãe
Nau à deriva, no asfalto ou em alto mar
Perigo, perigo, perdidos no espaço sideral
Apocalipse now à deriva
Longe demais do cais do porto, perto do caos
[Refrão]
Meu coração é um porta aviões
Perdido no mar esperando alguém pousar
Meu coração é um porto sem endereço certo
É um deserto em pleno mar
Meu coração é um porta aviões
Perdido no mar esperando alguém pousar
Meu coração é um porto sem endereço certo
É um deserto em pleno mar
[Ponte]
Nau à deriva, no asfalto ou em alto mar
Perigo, perigo, perdidos no espaço sideral
[Refrão]
Meu coração é um porta aviões
Perdido no mar esperando alguém pousar
Meu coração é um porto sem endereço certo
É um deserto em pleno mar
Meu coração é um porta aviões
Perdido no mar esperando alguém pousar
Meu coração é um porto sem endereço certo
É um deserto em pleno mar"
,Na Veia,"1 Contributor
Na Veia Lyrics
[Letra de ""Na Veia""]
[Verso 1]
Se você perguntar por mim
Vão dizer que eu ando muito estranho
Vão dizer que eu ando por aí
Quando você perguntar por mim
Se você perguntar por mim
Vão dizer as coisas mais estranhas
Nenhuma resposta vai satisfazer
Quando você perguntar por mim
[Refrão]
Vem ver com os próprios olhos
Vem ver a vida como ela é
Vem ver com os próprios olhos
Vem ver a vida como ela é
[Verso 2]
Se você está mesmo a fim
De saber por onde eu ando
De saber por quê eu ando assim
É melhor nem perguntar por mim
[Refrão]
Vem ver com os próprios olhos
Vem ver a vida como ela é
Vem ver com os próprios olhos
Vem ver a vida como ela é
[Ponte]
Sem filtro na veia
Sem filtro na veia
[Refrão]
Vem ver com os próprios olhos
Vem ver a vida como ela é
Vem ver com os próprios olhos
Vem"
,Negro Amor,"2 Contributors
Negro Amor Lyrics
[Letra de ""Negro Amor""]
[Verso 1]
Vá, se mande, junte tudo que você puder levar
Ande, tudo que parece seu é bom que agarre já
Seu filho feio e louco ficou só
Chorando feito fogo à luz do sol
Os alquimistas já estão no corredor
E não tem mais nada negro, amor
[Verso 2]
A estrada é pra você e o jogo é a indecência
Junte tudo que você conseguiu por coincidência
E o pintor de rua que anda só
Desenha maluquice em seu lençol
Sob seus pés, o céu também rachou
E não tem mais nada negro, amor
E não tem mais nada negro, amor
[Verso 3]
Seus marinheiros mareados abandonam o mar
Seus guerreiros desarmados não vão mais lutar
Seu namorado já vai dando o fora
Levando os cobertores, e agora?
Até o tapete sem você voou
E não tem mais nada negro, amor
E não tem mais nada
Negro, amor
[Verso 4]
As pedras do caminho deixe para trás
Esqueça os mortos eles não levantam mais
E o vagabundo esmola pela rua
Vestindo a mesma roupa que foi sua
Risque outro fósforo, outra vida, outra luz, outra cor
E não tem mais nada negro, amor
E não tem mais nada negro, amor
E não tem mais nada negro, amor
Não tem mais nada negro, amor
E não tem mais nada negro, amor
Não tem mais nada negro, amor
Não tem mais nada negro, amor"
,Nem + 1 Dia,"1 Contributor
Nem + 1 Dia Lyrics
[Letra de ""Nem + 1 Dia""]
[Verso 1]
O café me deixou ligado, você ficou de ligar
E a noite foi um inferno, desespero de esperar
O passado voltou rasgando, você ficou de voltar
Antes que eu sentisse a falta, antes que faltasse o ar
O sol voou rasante pra me bombardear
Boca de extinguir espécies, mãos de acelerar partículas
Antenas para radioatividade
Olhos de ler código de barras
[Refrão]
Se viver fosse viver sem você, que bom seria
Mas não dá mais pra viver sem você nem mais um dia
Se viver fosse viver sem você, que bom seria
Mas não dá mais pra viver
[Verso 2]
Chame de exagero, diga que é bobagem
Vou deletar meu corpo da tua tatuagem
Puro desespero, autosabotagem
Tô fora do teu programa de milhagem
Boca de extinguir espécies, mãos de acelerar partículas
Antenas para radioatividade
Olhos de ler código de barras
[Solo de Guitarra]
[Refrão]
Se viver fosse viver sem você, que bom seria
Mas não dá mais pra viver sem você (Sem você, sem você)
Se viver fosse viver sem você, que bom seria
Mas não dá mais pra viver sem você"
,Ninguém = Ninguém,"4 Contributors
Ninguém = Ninguém Lyrics
Faixa que abre Gessinger, Licks & Maltz, “Ninguém = Ninguém” critica, como em outras composições da banda, o neoliberalismo, além também de como as pessoas devem respeitar as diferenças.

Em 1991, houve a…
Read More
[Letra de ""Ninguém = Ninguém""]
[Verso 1]
Há tantos quadros na parede
Há tantas formas de se ver o mesmo quadro
Há tanta gente pelas ruas
Há tantas ruas e nenhuma é igual a outra
Ninguém é igual a ninguém
Me espanta que tanta gente sinta
Se é que sente a mesma indiferença
Há tantos quadros na parede
Há tantas formas de se ver o mesmo quadro
Há palavras que nunca são ditas
Há muitas vozes repetindo a mesma frase
Ninguém é igual a ninguém
Me espanta que tanta gente minta
Descaradamente a mesma mentira
[Refrão]
Todos iguais, todos iguais, mas uns mais iguais que os outros
Todos iguais, todos iguais, mas uns mais iguais que os outros
Todos iguais, todos iguais, mas uns mais iguais
[Verso 2]
Há pouca água e muita sede
Uma represa, um apartheid, a vida seca, os olhos úmidos
Entre duas pessoas, entre quatro paredes
Tudo fica claro, ninguém fica indiferente
Ninguém é igual a ninguém
Me assusta que justamente agora
Todo mundo, tanta gente, tenha ido embora
[Refrão]
Todos iguais, todos iguais, mas uns mais iguais que os outros
Todos iguais, todos iguais, mas uns mais iguais que os outros
Todos iguais, todos iguais, mas uns mais iguais, mas uns mais iguais
Mas uns mais iguais que os outros
[Solo de Guitarra]
[Ponte]
O que me encanta é que tanta gente
Sinta, se é que sente
Ou minta desesperadamente
Da mesma forma
[Refrão]
Todos iguais, todos iguais, mas uns mais iguais que os outros
Todos iguais, todos iguais, mas uns mais iguais que os outros
Todos iguais, todos iguais, yeah, é
Todos iguais, todos iguais
Tão desiguais, tão desiguais (Ah)
Tão desiguais, tão desiguais (Ah)
Todos iguais, todos iguais"
,Ninguém = Ninguém [Ao Vivo 10.000 Destinos],"1 Contributor
Ninguém = Ninguém [Ao Vivo 10.000 Destinos] Lyrics
[Letra da versão ao vivo de ""Ninguém = Ninguém""]
[Verso 1]
Há tantos quadros na parede
Há tantas formas de se ver o mesmo quadro
Há tanta gente pelas ruas
Há tantas ruas e nenhuma é igual a outra
Ninguém é igual a ninguém
Me encanta que tanta gente sinta
Se é que sente a mesma indiferença
Há tantos quadros na parede
Há tantas formas de se ver o mesmo quadro
Há palavras que nunca são ditas
Há muitas vozes repetindo a mesma frase
Ninguém é igual a ninguém
Me espanta que tanta gente minta
Descaradamente a mesma mentira
[Refrão]
São todos iguais e tão desiguais, uns mais iguais que os outros
São todos iguais e tão desiguais, uns mais iguais que os outros
São todos iguais e tão desiguais, uns mais iguais
[Verso 2]
Há pouca água e muita sede
Uma represa, um apartheid, a vida seca, os olhos úmidos
Entre duas pessoas, entre quatro paredes
Tudo fica claro, ninguém fica indiferente
Ninguém é igual a ninguém
Me assusta que justamente agora
Todo mundo, tanta gente, tenha ido embora
[Refrão]
São todos iguais e tão desiguais, uns mais iguais que os outros
São todos iguais e tão desiguais, uns mais iguais que os outros
São todos iguais e tão desiguais, uns mais iguais, uns mais iguais
[Solo de Guitarra]"
,No Inverno Fica Tarde + Cedo,"1 Contributor
No Inverno Fica Tarde + Cedo Lyrics
Abrindo o lado B do disco do mesmo modo em que o lado A termina, “No Inverno Fica Tarde + Cedo” é uma canção sombria com um piano marcante. A música fala sobre a vida e as inseguranças humanas.
[Letra de ""No Inverno Fica Tarde + Cedo""]
[Verso]
Escuridão, noite liquefeita, tudo toma forma do corpo
Que se deita na escuridão
Escuridão, nenhum olhar aceita, tudo se transforma
Numa cama desfeita na escuridão
Escuridão, hora da colheita, pra quem semeou vento
Numa cama desfeita na escuridão
Um corpo que se deita, um corpo em tempestade
Agora já é tarde
Solidão, hora da colheita pra quem semeou o vento
Num corpo que se deita na solidão
De uma cama desfeita, um corpo em tempestade
Agora já é tarde
[Refrão]
No inverno fica tarde mais cedo
Só depois de perder você descobre que era um jogo
Um jogo que não acaba nunca, nunca acaba empatado
Se foi um jogo, você ganhou, eu perdi a direção
Se foi um sonho, se foi o céu, eu não sei
Eu que não sei perder, perdi o sono
Na escuridão, na escuridão
Só depois de perder você descobre que era um jogo
Um jogo que não acaba nunca, nunca acaba empatado
Se foi um jogo, você ganhou, eu perdi a direção
Se foi um sonho, se foi o céu, eu não sei
Eu que não sei perder, perdi o medo
Da escuridão, da escuridão"
,"No Meio De Tudo, Você","1 Contributor
No Meio De Tudo, Você Lyrics
[Letra de ""No Meio De Tudo, Você""]
[Verso 1]
Selva, a gente se acostuma a muito pouco
A gente fica achando que é demais
Quando chega em casa do trabalho quase vivo
Selva, a gente se acostuma a muito pouco
A gente fica achando que é o máximo
Liberdade pra escolher a cor da embalagem
Nessa selva, a gente se acostuma a muito pouco
A gente fica achando que é normal
Entrar na fila comprar ingresso pra levar porrada
[Refrão]
No meio de tudo, você
Me salva da selva,
me salva da selva
No meio de tudo, você
Me salva da selva,
me salva da selva
[Verso 2]
Selva, a gente se acostuma a muito pouco
A gente fica achando que é demais
Um pouco de silêncio e um copo de água pura
Nessa selva, a gente se acostuma a muito pouco
A gente fica achando que é o máximo
Se o cara mente, mas tem cara de honesto
Nessa selva, a gente se acostuma a muito pouco
A gente fica achando que é o normal
Finge que não vê, diz que não foi nada e leva mais porrada
[Refrão]
No meio de tudo, você
Me salva da selva,
me salva da selva
No meio de tudo, você
Me salva da selva,
me salva da selva
[Solo de Gaita]
[Refrão]
No meio de tudo, você
Me salva da selva, me salva da selva
No meio de tudo, você
Me salva da selva, me salva da selva
[Saída]
No meio de tudo, você
Acima de tudo, no meio de tudo, você"
,Nossas Vidas,"5 Contributors
Nossas Vidas Lyrics
“Nossas Vidas” reflete sobre a ameaça de autodestruição da humanidade, provavelmente faz também referência à guerra fria. Indaga os motivos da nossa sociedade enveredar por estes caminhos autodestrutivos.
[Letra de ""Nossas Vidas""]
[Verso 1]
A gente faz de tudo, mas nada faz sentido
Nem as luzes da cidade, nem o escuro de um abrigo
Wow, wow-oh-oh-oh
A gente faz de tudo, mas nada faz sentido, não
Nem a existência de uma guerra, nem a violência do inimigo
Wow, wow-oh-oh-oh
[Refrão]
Não posso entender o que fizeram com nossas vidas
Não posso entender por que viramos suicidas
Oh, o que fizeram com nossas vidas?
Oh, por que viramos suicidas?
[Verso 2]
Eu tô vazio, tô cheio de vícios e o fim da linha é só o início
De uma nova linha, de um novo mundo, de um dia-a-dia cada vez mais absurdo
Wow, wow-oh-oh-oh
Eu já pensei em mandar tudo pro espaço, eu já pensei em mandar tudo pro inferno
Mas não pensei que fosse tão difícil, ficar sozinho numa noite de inverno
Wow, wow-oh-oh-oh
[Refrão]
Não posso entender o que fizeram com nossas vidas
Não posso entender por que viramos suicidas
Oh, o que fizeram com nossas vidas?
Oh, por que viramos suicidas?"
,Nove Zero Cinco Um,"1 Contributor
Nove Zero Cinco Um Lyrics
[Letra de ""Nove Zero Cinco Um""]
[Verso 1]
Não quero jogar fora o pouco tempo que nos resta
Não quero jogar lenha na fogueira das vaidades
Só tenho uma ficha, uma única certeza
Ninguém vai aceitar chamadas a cobrar
[Refrão]
Ninguém vai aceitar chamadas a cobrar
Ninguém vai aceitar chamadas a cobrar
[Verso 2]
Não adianta reclamar do pouco tempo que nos resta
Nos resta aproveitar antes que seja tarde
Só temos uma escolha, um momento apenas
Ou a vida inteira pra se arrepender
Caiu, a última ficha caiu
Vai cair a ponte, nós vamos cair no rio
Águas vão rolar, o tempo vai passar
Mas ninguém vai aceitar chamadas a cobrar
[Refrão]
Ninguém vai aceitar chamadas a cobrar
Ninguém vai aceitar chamadas a cobrar
[Solo de Guitarra]
[Refrão]
Ninguém vai aceitar chamadas a cobrar
Ninguém vai aceitar chamadas a cobrar"
,Novos Horizontes,"1 Contributor
Novos Horizontes Lyrics
[Letra de ""Novos Horizontes""]
[Verso 1]
Corpos em movimento, universo em expansão
O apartamento que era tão pequeno não acaba mais (Não acaba mais)
Vamos dar um tempo, não sei quem deu a sugestão
E aquele sentimento que era passageiro não acaba mais (Não acaba mais)
[Refrão]
Quero explodir as grades e voar
Não tenho pra onde ir, mas não quero ficar
[Verso 2]
Novos horizontes, se não for isso, o que será?
Quem constrói a ponte não conhece o lado de lá
[Refrão]
Quero explodir as grades e voar
Eu não tenho pra onde ir, mas não quero ficar
Suspender a queda livre, libertar
O que não tem fim sempre acaba assim
Quero explodir as grades e voar
Não tenho pra onde ir, mas não quero ficar
Suspender a queda livre, libertar
O que não tem fim sempre acaba assim"
,Novos Horizontes (10.001),"2 Contributors
Novos Horizontes (10.001) Lyrics
Corpos em movimento
Universo em expansão
O apartamento que era tão pequeno
Não acaba mais
Vamos dar um tempo
Não sei quem deu a sugestão
Aquele sentimento que era passageiro
Não acaba mais
Quero explodir as grades
E voar
Não tenho pra onde ir
Mas não quero ficar
Novos horizontes
Se não for isso, o que será?
Quem constrói a ponte
Não conhece o lado de lá
Quero explodir as grades
E voar
Não tenho pra onde ir
Mas não quero ficar
Suspender a queda livre
Libertar
O que não tem fim sempre acaba assim"
,Novos Horizontes [10.001 Destinos],"1 Contributor
Novos Horizontes [10.001 Destinos] Lyrics
[Letra de ""Novos Horizontes""]
[Verso 1]
Corpos em movimento, universo em expansão
O apartamento que era tão pequeno não acaba mais (Não acaba mais)
Vamos dar um tempo, não sei quem deu a sugestão
E aquele sentimento que era passageiro não acaba mais (Não acaba mais)
[Refrão]
Quero explodir as grades e voar
Não tenho pra onde ir, mas não quero ficar
[Verso 2]
Novos horizontes, se não for isso, o que será?
Quem constrói a ponte não conhece o lado de lá
[Refrão]
Quero explodir as grades e voar
Eu não tenho pra onde ir, mas não quero ficar
Suspender a queda livre, libertar
O que não tem fim sempre acaba assim
Quero explodir as grades e voar
Não tenho pra onde ir, mas não quero ficar
Suspender a queda livre, libertar
O que não tem fim sempre acaba assim"
,Novos Horizontes [Acústico Novos Horizontes],"3 Contributors
Novos Horizontes [Acústico Novos Horizontes] Lyrics
[Letra da versão acústica de ""Novos Horizontes""]
[Verso]
Corpos em movimento, universo em expansão
O apartamento que era tão pequeno não acaba mais
Vamos dar um tempo, não sei quem deu a sugestão
Aquele sentimento que era passageiro não acaba mais
Novos horizontes, se não for isso, o que será?
Quem constrói a ponte, não conhece o lado de lá
[Refrão]
Quero explodir as grades e voar
Não tenho pra onde ir, mas não quero ficar
Suspender a queda livre, libertar
O que não tem fim sempre acaba assim"
,Números,"2 Contributors
Números Lyrics
[Letra de ""Números""]
[Verso 1]
Última edição do Guiness Book, corações a mais de 1000
E eu com esses números?
Cinco extinções em massa, 400 humanidades
E eu com esses números?
Solidão a dois, dúvida externa, anos luz
Aos 33, Jesus na cruz, Cabral no mar aos 33
E eu, o que faço com estes números?
Eu, o que faço com estes números?
[Refrão]
A medida de amar é amar sem medida
Velocidade máxima permitida
A medida de amar é amar sem medida
[Verso 2]
Nascimento e Silva 107
,
Corrientes tres - cuatro - ocho
E eu com esses números?
Traço de audiência, tração nas quatro rodas
E eu o que faço com estes números?
Sete vidas, mais de 1000 destinos
Todos foram tão cretinos quando elas se beijaram
[Refrão]
A medida de amar é amar sem medida
Preparar a decolagem, contagem regressiva
A medida de amar é amar sem medida
[Ponte]
Mega, ultra, hiper, micro, baixas calorias
Kilowatts, gigabytes
E eu, o que faço com esses números?
Eu, o que faço com esses números?
[Refrão]
A medida de amar é amar sem medida
A medida de amar é amar sem medida
Velocidade máxima permitida
A medida de amar é amar sem medida"
,Nunca é Sempre,"2 Contributors
Nunca é Sempre Lyrics
“Nunca é Sempre” é a continuação da faixa anterior, “Não é Sempre,” e termina o álbum da maneira mais progressiva e experimental possível, com uma canção de 49 segundos que termina justamente com Humberto…
Read More
[Letra de ""Nunca é Sempre""]
[Verso]
Eu já estive a fim, eu já não tô a fim
A gente vive assim um dia aqui, o outro ali
Aqui onde ninguém nos vê; ali no rádio, na TV
(A gente vive assim) Sabendo de tudo sem saber porque
Eu só tô começando e já cheguei ao fim
A gente vive assim: sempre acabando o que não tem fim
Acabando o que não tem fim, acabando o que não tem fim
Acabando o que não tem fim, querendo o que não tem fim
(Fim)"
,Nunca Mais,"1 Contributor
Nunca Mais Lyrics
[Letra de ""Nunca Mais""]
[Verso 1]
Não é o que se pode chamar de uma história original
Mas não importa, é a vida real
Acordar de madrugada vindo de outro planeta, sentir-se só
Uma criança num berço de ouro e a ferrugem ao seu redor
Os muros da cidade falavam alto demais
Coisas que ela não podia mudar nem suportar
Ela quis voltar para casa, cansou da violência que ninguém mais via
Viu milhões de fotografias e achou todas iguais
[Refrão]
Conta pra mim o que te fez chorar
Nunca mais quero te ver chorar
Conta pra mim o que te fez chorar
Nunca mais quero te ver chorar, nunca mais
[Verso 2]
Ofereci abrigo, um lugar para ficar
E ela me olhou como se soubesse desde o início que eu também não era dali
E quando sorriu, ficou ainda mais bonita
Tinha a força de quem sabe que a hora certa vai chegar
Lágrimas no sorriso, mãe e filha, chuva e sol
Segredos que não podia guardar, e não conseguia contar
[Refrão]
Conta pra mim o que te fez chorar
Nunca mais quero te ver chorar
Conta pra mim o que te fez chorar
Nunca mais quero te ver chorar, nunca mais
[Solo de Guitarra]
[Verso 3]
Ainda ando pelas mesmas ruas
A cidade cresce e tudo fica cada vez menor
Agora eu sei que a vida não é um jogo de palavras cruzadas onde tudo se encaixa
O que será que ela quis dizer? Cinco letras, começando com a letra ""A""
[Refrão]
Conta pra mim o que te fez chorar
Nunca mais quero te ver chorar (Nunca mais, nunca mais)
Conta pra mim o que te fez chorar
Nunca mais quero te ver chorar (Conta pra mim, conta pra mim)
Conta pra mim o que te fez chorar
Nunca mais quero te ver chorar (Nunca mais, nunca mais)
Conta pra mim o que te fez chorar
Nunca mais quero te ver chorar (Nunca mais)
Não, nunca mais quero te ver chorar, nunca mais (Nunca mais)"
